# Swiss Law Collection — cantonal acts of type 'Act' by canton, year and topic (full systematics depth)
# counting_unit: published_copies — one count per canton whose collection publishes the act
# year = enactment year; 'unknown' rows are undated laws
# topic = the LexFind global-systematics path at the depth the source classifies the act, French labels joined by '.' (Etat.Dispositions générales.contrôle des habitants); acts classified only at the top level appear at that depth, unclassified ones as 'Non classé'
# same counts as the canton x year x domain export next to this file, keyed on the full code instead of its first segment: for any (canton, year) the two sum to the same number
# dotted codes and labels in de/fr/it/en: api/v1/categories/global_paths.json
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,topic,number
AR,1982,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1983,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,1984,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Allocations familiales.Travailleurs agricoles",1
AR,1987,Droit civil.Dispositions d'introduction du code civil.Droits réels.Acquisitions des terrains par des personnes domiciliées à l'étranger,1
AR,1987,"Enseignement, sciences, documentation et culture",1
AR,1988,Etat,1
AR,1988,"Enseignement, sciences, documentation et culture.Contributions à la formation.Bourses d'études",1
AR,1988,"Santé, travail, droit des assurances sociales, logement, homes.Droit du travail.Marché du travail.Lutte contre les crises, réserves de crise bénéficiant d'allégements fiscaux",1
AR,1989,"Santé, travail, droit des assurances sociales, logement, homes.Santé.Substances thérapeutiques, stupéfiants",1
AR,1991,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,1992,Etat.Dispositions générales.Droit de cité,1
AR,1995,"Défense nationale, protection de la population, police.Protection de la population.Protection contre les incendies / éléments naturels.Protection contre le feu, pompiers",1
AR,1995,"Finances, Impôts, monopoles, entreprises d'état.Finances.Budget, comptes",1
AR,1995,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1995,Economie.Arts et métiers.Services.Tourisme,1
AR,1996,Etat.Dispositions générales.Information du public,1
AR,1996,"Finances, Impôts, monopoles, entreprises d'état.Finances.Privatisations",1
AR,1996,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1996,Economie,1
AR,1997,"Droit civil.Dispositions d'introduction du code civil.Droits réels.Registre foncier, mensurations cadastrales",1
AR,1997,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,1998,Etat,1
AR,1998,Economie,1
AR,1999,"Finances, Impôts, monopoles, entreprises d'état.Monopoles, régales, entreprises d'état.Alcool",1
AR,2000,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole enfantine",1
AR,2000,"Finances, Impôts, monopoles, entreprises d'état",1
AR,2000,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Travaux publics.Marchés publics",1
AR,2000,Economie.Arts et métiers.Services.Jeux de hasard et loteries.Maisons de jeu,1
AR,2001,Etat.Autorités.Gouvernement et administration.Emoluments administratifs,1
AR,2001,Etat.Autorités.Protection des données,1
AR,2001,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,2002,Etat.Autorités.Gouvernement et administration.Procédure administrative,1
AR,2002,Etat.Communes.Finances communales,1
AR,2002,"Défense nationale, protection de la population, police",1
AR,2003,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,2003,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Protection de la nature et du paysage.Protection des animaux",1
AR,2003,Economie.Commerce.Commerce itinérant,1
AR,2004,Etat,1
AR,2004,"Défense nationale, protection de la population, police",2
AR,2004,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Transports.Circulation routière.Impôts et taxes de la circulation",1
AR,2004,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Protection de l'environnement.Protection des eaux",1
AR,2004,Economie.Développement économiques dans les régions de montagne,1
AR,2005,Etat,2
AR,2005,"Enseignement, sciences, documentation et culture.Art, culture, sport.Encouragement à la culture",1
AR,2005,Economie.Promotion de l'économie,1
AR,2006,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AR,2007,"Finances, Impôts, monopoles, entreprises d'état.Finances.Contributions étatiques, subventions",1
AR,2009,Etat.Professions juridiques.Notaires.Légalisation,1
AR,2010,"Etat.Autorités.Organisation judiciaire.Autorités judiciaires.Juges d'instruction, Ministère public.Ministère public",1
AR,2010,"Enseignement, sciences, documentation et culture.Documentation.Archives",1
AR,2011,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,2012,Etat,1
AR,2012,"Droit civil.Dispositions d'introduction du code civil.Droits réels.Registre foncier, mensurations cadastrales",1
AR,2013,"Etat.Autorités.Gouvernement et administration.Droit du personnel.Pensions, prestations d'assurance",1
AR,2014,"Enseignement, sciences, documentation et culture",1
AR,2014,"Santé, travail, droit des assurances sociales, logement, homes",1
AR,2016,"Santé, travail, droit des assurances sociales, logement, homes.Assistance.Homes.Etablissements pour personnes âgées",1
AR,2018,Etat,1
AR,2018,Etat.Dispositions générales.Etablissement et séjour.Etablissement et séjour Suisses.contrôle des habitants,1
AR,2022,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Crèches",1
AR,2022,"Santé, travail, droit des assurances sociales, logement, homes.Santé.Lutte contre les maladies.Epidémies, pandémies",1
AR,2023,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole primaire, degré secondaire I",1
BE,1837,"Santé, travail, droit des assurances sociales, logement, homes",1
BE,1859,"Santé, travail, droit des assurances sociales, logement, homes",1
BE,1868,"Finances, Impôts, monopoles, entreprises d'état.Impôts.Impôts sur les chiens",1
BE,1893,"Droit civil.Procédure civile.Emoluments, frais",1
BE,1911,"Santé, travail, droit des assurances sociales, logement, homes",1
BE,1918,Droit pénal.Droit pénal des mineurs et procédure pénale des mineurs,1
BE,1918,"Santé, travail, droit des assurances sociales, logement, homes",1
BE,1940,"Santé, travail, droit des assurances sociales, logement, homes",1
BE,1945,Etat.Eglise et Etat.Eglise catholique romaine,1
BE,1961,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Allocations familiales.Travailleurs agricoles",1
BE,1964,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
BE,1965,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Expropriation",1
BE,1968,"Finances, Impôts, monopoles, entreprises d'état.Monopoles, régales, entreprises d'état.Régale des sels",1
BE,1971,Droit pénal.Amendes d'ordre,1
BE,1971,"Santé, travail, droit des assurances sociales, logement, homes",1
BE,1973,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
